urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:procedure,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:humidity:qualityIndex
2023-01-02T15:00:00+01:00,H_BED,95.600000,100
2023-01-02T15:10:00+01:00,H_BED,95.200000,100
2023-01-02T15:20:00+01:00,H_BED,95.100000,100
2023-01-02T15:30:00+01:00,H_BED,95.800000,100
2023-01-02T15:40:00+01:00,H_BED,95.800000,100
2023-01-02T15:50:00+01:00,H_BED,96.100000,100
2023-01-02T16:00:00+01:00,H_BED,96.400000,100
2023-01-02T16:10:00+01:00,H_BED,96.400000,100
2023-01-02T16:20:00+01:00,H_BED,96.300000,100
2023-01-02T16:30:00+01:00,H_BED,96.300000,100
2023-01-02T16:40:00+01:00,H_BED,96.400000,100
2023-01-02T16:50:00+01:00,H_BED,96.400000,100
2023-01-02T17:00:00+01:00,H_BED,96.300000,100
2023-01-02T17:10:00+01:00,H_BED,96.100000,100
2023-01-02T17:20:00+01:00,H_BED,96.400000,100
2023-01-02T17:30:00+01:00,H_BED,96.300000,100
2023-01-02T17:40:00+01:00,H_BED,96.500000,100
2023-01-02T17:50:00+01:00,H_BED,96.600000,100
2023-01-02T18:00:00+01:00,H_BED,96.700000,100
2023-01-02T18:10:00+01:00,H_BED,96.600000,100
2023-01-02T18:20:00+01:00,H_BED,96.500000,100
2023-01-02T18:30:00+01:00,H_BED,96.500000,100
2023-01-02T18:40:00+01:00,H_BED,96.300000,100
2023-01-02T18:50:00+01:00,H_BED,96.300000,100
2023-01-02T19:00:00+01:00,H_BED,96.300000,100
2023-01-02T19:10:00+01:00,H_BED,96.200000,100
2023-01-02T19:20:00+01:00,H_BED,96.300000,100
2023-01-02T19:30:00+01:00,H_BED,96.300000,100
2023-01-02T19:40:00+01:00,H_BED,96.200000,100
2023-01-02T19:50:00+01:00,H_BED,96.100000,100
2023-01-02T20:00:00+01:00,H_BED,96.500000,100
2023-01-02T20:10:00+01:00,H_BED,96.400000,100
2023-01-02T20:20:00+01:00,H_BED,96.300000,100
2023-01-02T20:30:00+01:00,H_BED,96.400000,100
2023-01-02T20:40:00+01:00,H_BED,96.300000,100
2023-01-02T20:50:00+01:00,H_BED,96.400000,100
2023-01-02T21:00:00+01:00,H_BED,96.200000,100
2023-01-02T21:10:00+01:00,H_BED,95.900000,100
2023-01-02T21:20:00+01:00,H_BED,95.900000,100
2023-01-02T21:30:00+01:00,H_BED,95.800000,100
2023-01-02T21:40:00+01:00,H_BED,96.000000,100
2023-01-02T21:50:00+01:00,H_BED,96.100000,100
2023-01-02T22:00:00+01:00,H_BED,96.200000,100
2023-01-02T22:10:00+01:00,H_BED,96.400000,100
2023-01-02T22:20:00+01:00,H_BED,96.300000,100
2023-01-02T22:30:00+01:00,H_BED,96.300000,100
2023-01-02T22:40:00+01:00,H_BED,96.300000,100
2023-01-02T22:50:00+01:00,H_BED,96.300000,100
2023-01-02T23:00:00+01:00,H_BED,96.300000,100
2023-01-02T23:10:00+01:00,H_BED,96.100000,100
2023-01-02T23:20:00+01:00,H_BED,96.300000,100
2023-01-02T23:30:00+01:00,H_BED,96.100000,100
2023-01-02T23:40:00+01:00,H_BED,96.300000,100
2023-01-02T23:50:00+01:00,H_BED,96.300000,100
2023-01-03T00:00:00+01:00,H_BED,96.600000,100
2023-01-03T00:10:00+01:00,H_BED,96.400000,100
2023-01-03T00:20:00+01:00,H_BED,96.200000,100
2023-01-03T00:30:00+01:00,H_BED,96.600000,100
2023-01-03T00:40:00+01:00,H_BED,96.400000,100
2023-01-03T00:50:00+01:00,H_BED,96.400000,100
2023-01-03T01:00:00+01:00,H_BED,96.300000,100
2023-01-03T01:10:00+01:00,H_BED,96.000000,100
2023-01-03T01:20:00+01:00,H_BED,95.800000,100
2023-01-03T01:30:00+01:00,H_BED,95.800000,100
2023-01-03T01:40:00+01:00,H_BED,95.800000,100
2023-01-03T01:50:00+01:00,H_BED,95.800000,100
2023-01-03T02:00:00+01:00,H_BED,95.800000,100
2023-01-03T02:10:00+01:00,H_BED,95.900000,100
2023-01-03T02:20:00+01:00,H_BED,96.000000,100
2023-01-03T02:30:00+01:00,H_BED,96.000000,100
2023-01-03T02:40:00+01:00,H_BED,95.800000,100
2023-01-03T02:50:00+01:00,H_BED,95.900000,100
2023-01-03T03:00:00+01:00,H_BED,95.900000,100
2023-01-03T03:10:00+01:00,H_BED,95.800000,100
2023-01-03T03:20:00+01:00,H_BED,96.000000,100
2023-01-03T03:30:00+01:00,H_BED,95.900000,100
2023-01-03T03:40:00+01:00,H_BED,96.300000,100
2023-01-03T03:50:00+01:00,H_BED,96.200000,100
2023-01-03T04:00:00+01:00,H_BED,95.900000,100
2023-01-03T04:10:00+01:00,H_BED,96.100000,100
2023-01-03T04:20:00+01:00,H_BED,96.000000,100
2023-01-03T04:30:00+01:00,H_BED,95.900000,100
2023-01-03T04:40:00+01:00,H_BED,95.800000,100
2023-01-03T04:50:00+01:00,H_BED,95.500000,100
2023-01-03T05:00:00+01:00,H_BED,95.600000,100
2023-01-03T05:10:00+01:00,H_BED,95.600000,100
2023-01-03T05:20:00+01:00,H_BED,96.100000,100
2023-01-03T05:30:00+01:00,H_BED,96.200000,100
2023-01-03T05:40:00+01:00,H_BED,96.400000,100
2023-01-03T05:50:00+01:00,H_BED,96.300000,100
2023-01-03T06:00:00+01:00,H_BED,95.800000,100
2023-01-03T06:10:00+01:00,H_BED,96.100000,100
2023-01-03T06:20:00+01:00,H_BED,95.900000,100
2023-01-03T06:30:00+01:00,H_BED,96.200000,100
2023-01-03T06:40:00+01:00,H_BED,96.300000,100
2023-01-03T06:50:00+01:00,H_BED,95.800000,100
2023-01-03T07:00:00+01:00,H_BED,95.600000,100
2023-01-03T07:10:00+01:00,H_BED,95.700000,100
2023-01-03T07:20:00+01:00,H_BED,95.700000,100
2023-01-03T07:30:00+01:00,H_BED,95.700000,100
2023-01-03T07:40:00+01:00,H_BED,95.400000,100
2023-01-03T07:50:00+01:00,H_BED,95.600000,100
2023-01-03T08:00:00+01:00,H_BED,95.400000,100
2023-01-03T08:10:00+01:00,H_BED,95.800000,100
2023-01-03T08:20:00+01:00,H_BED,95.700000,100
2023-01-03T08:30:00+01:00,H_BED,95.600000,100
2023-01-03T08:40:00+01:00,H_BED,95.800000,100
2023-01-03T08:50:00+01:00,H_BED,95.800000,100
2023-01-03T09:00:00+01:00,H_BED,95.300000,100
2023-01-03T09:10:00+01:00,H_BED,95.300000,100
2023-01-03T09:20:00+01:00,H_BED,95.300000,100
2023-01-03T09:30:00+01:00,H_BED,95.100000,100
2023-01-03T09:40:00+01:00,H_BED,95.100000,100
2023-01-03T09:50:00+01:00,H_BED,94.700000,100
2023-01-03T10:00:00+01:00,H_BED,94.500000,100
2023-01-03T10:10:00+01:00,H_BED,93.300000,100
2023-01-03T10:20:00+01:00,H_BED,92.800000,100
2023-01-03T10:30:00+01:00,H_BED,95.400000,100
2023-01-03T10:40:00+01:00,H_BED,94.300000,100
2023-01-03T10:50:00+01:00,H_BED,93.300000,100
2023-01-03T11:00:00+01:00,H_BED,94.600000,100
2023-01-03T11:10:00+01:00,H_BED,93.100000,100
2023-01-03T11:20:00+01:00,H_BED,93.200000,100
2023-01-03T11:30:00+01:00,H_BED,93.400000,100
2023-01-03T11:40:00+01:00,H_BED,91.900000,100
2023-01-03T11:50:00+01:00,H_BED,93.500000,100
2023-01-03T12:00:00+01:00,H_BED,92.100000,100
2023-01-03T12:10:00+01:00,H_BED,92.500000,100
2023-01-03T12:20:00+01:00,H_BED,90.600000,100
2023-01-03T12:30:00+01:00,H_BED,88.700000,100
2023-01-03T12:40:00+01:00,H_BED,91.500000,100
2023-01-03T12:50:00+01:00,H_BED,93.000000,100
2023-01-03T13:00:00+01:00,H_BED,92.800000,100
2023-01-03T13:10:00+01:00,H_BED,92.200000,100
2023-01-03T13:20:00+01:00,H_BED,89.000000,100
2023-01-03T13:30:00+01:00,H_BED,87.600000,100
2023-01-03T13:40:00+01:00,H_BED,91.300000,100
2023-01-03T13:50:00+01:00,H_BED,86.800000,100
2023-01-03T14:00:00+01:00,H_BED,88.000000,100
2023-01-03T14:10:00+01:00,H_BED,90.800000,100
2023-01-03T14:20:00+01:00,H_BED,88.800000,100
2023-01-03T14:30:00+01:00,H_BED,88.300000,100
2023-01-03T14:40:00+01:00,H_BED,90.600000,100
2023-01-03T14:50:00+01:00,H_BED,89.900000,100
2023-01-03T15:00:00+01:00,H_BED,91.900000,100
2023-01-03T15:10:00+01:00,H_BED,90.700000,100
2023-01-03T15:20:00+01:00,H_BED,92.100000,100
2023-01-03T15:30:00+01:00,H_BED,93.000000,100
2023-01-03T15:40:00+01:00,H_BED,91.600000,100
2023-01-03T15:50:00+01:00,H_BED,92.000000,100
2023-01-03T16:00:00+01:00,H_BED,91.700000,100
2023-01-03T16:10:00+01:00,H_BED,92.200000,100
2023-01-03T16:20:00+01:00,H_BED,93.500000,100
2023-01-03T16:30:00+01:00,H_BED,93.600000,100
2023-01-03T16:40:00+01:00,H_BED,94.200000,100
2023-01-03T16:50:00+01:00,H_BED,94.400000,100
2023-01-03T17:00:00+01:00,H_BED,94.200000,100
2023-01-03T17:10:00+01:00,H_BED,93.900000,100
2023-01-03T17:20:00+01:00,H_BED,94.000000,100
2023-01-03T17:30:00+01:00,H_BED,94.300000,100
2023-01-03T17:40:00+01:00,H_BED,93.700000,100
2023-01-03T17:50:00+01:00,H_BED,93.600000,100
2023-01-03T18:00:00+01:00,H_BED,94.000000,100
2023-01-03T18:10:00+01:00,H_BED,93.600000,100
2023-01-03T18:20:00+01:00,H_BED,93.100000,100
2023-01-03T18:30:00+01:00,H_BED,92.700000,100
2023-01-03T18:40:00+01:00,H_BED,92.400000,100
2023-01-03T18:50:00+01:00,H_BED,93.400000,100
2023-01-03T19:00:00+01:00,H_BED,92.800000,100
2023-01-03T19:10:00+01:00,H_BED,93.500000,100
2023-01-03T19:20:00+01:00,H_BED,93.200000,100
2023-01-03T19:30:00+01:00,H_BED,92.400000,100
2023-01-03T19:40:00+01:00,H_BED,92.800000,100
2023-01-03T19:50:00+01:00,H_BED,92.300000,100
2023-01-03T20:00:00+01:00,H_BED,91.800000,100
2023-01-03T20:10:00+01:00,H_BED,91.900000,100
2023-01-03T20:20:00+01:00,H_BED,91.700000,100
2023-01-03T20:30:00+01:00,H_BED,91.500000,100
2023-01-03T20:40:00+01:00,H_BED,92.900000,100
2023-01-03T20:50:00+01:00,H_BED,92.100000,100
2023-01-03T21:00:00+01:00,H_BED,91.600000,100
2023-01-03T21:10:00+01:00,H_BED,91.000000,100
2023-01-03T21:20:00+01:00,H_BED,91.200000,100
2023-01-03T21:30:00+01:00,H_BED,91.400000,100
2023-01-03T21:40:00+01:00,H_BED,90.800000,100
2023-01-03T21:50:00+01:00,H_BED,91.400000,100
2023-01-03T22:00:00+01:00,H_BED,91.100000,100
2023-01-03T22:10:00+01:00,H_BED,91.200000,100
2023-01-03T22:20:00+01:00,H_BED,91.200000,100
2023-01-03T22:30:00+01:00,H_BED,91.100000,100
2023-01-03T22:40:00+01:00,H_BED,90.800000,100
2023-01-03T22:50:00+01:00,H_BED,90.800000,100
2023-01-03T23:00:00+01:00,H_BED,90.100000,100
2023-01-03T23:10:00+01:00,H_BED,88.900000,100
2023-01-03T23:20:00+01:00,H_BED,88.800000,100
2023-01-03T23:30:00+01:00,H_BED,90.200000,100
2023-01-03T23:40:00+01:00,H_BED,88.700000,100
2023-01-03T23:50:00+01:00,H_BED,89.200000,100
2023-01-04T00:00:00+01:00,H_BED,88.100000,100
2023-01-04T00:10:00+01:00,H_BED,87.100000,100
2023-01-04T00:20:00+01:00,H_BED,88.000000,100
2023-01-04T00:30:00+01:00,H_BED,87.400000,100
2023-01-04T00:40:00+01:00,H_BED,87.700000,100
2023-01-04T00:50:00+01:00,H_BED,86.400000,100
2023-01-04T01:00:00+01:00,H_BED,87.400000,100
2023-01-04T01:10:00+01:00,H_BED,86.900000,100
2023-01-04T01:20:00+01:00,H_BED,86.600000,100
2023-01-04T01:30:00+01:00,H_BED,87.700000,100
2023-01-04T01:40:00+01:00,H_BED,86.600000,100
2023-01-04T01:50:00+01:00,H_BED,86.500000,100
2023-01-04T02:00:00+01:00,H_BED,85.700000,100
2023-01-04T02:10:00+01:00,H_BED,85.300000,100
2023-01-04T02:20:00+01:00,H_BED,86.600000,100
2023-01-04T02:30:00+01:00,H_BED,84.500000,100
2023-01-04T02:40:00+01:00,H_BED,85.100000,100
2023-01-04T02:50:00+01:00,H_BED,85.200000,100
2023-01-04T03:00:00+01:00,H_BED,84.700000,100
2023-01-04T03:10:00+01:00,H_BED,84.200000,100
2023-01-04T03:20:00+01:00,H_BED,85.000000,100
2023-01-04T03:30:00+01:00,H_BED,85.100000,100
2023-01-04T03:40:00+01:00,H_BED,86.200000,100
2023-01-04T03:50:00+01:00,H_BED,84.400000,100
2023-01-04T04:00:00+01:00,H_BED,84.900000,100
2023-01-04T04:10:00+01:00,H_BED,83.700000,100
2023-01-04T04:20:00+01:00,H_BED,83.000000,100
2023-01-04T04:30:00+01:00,H_BED,83.400000,100
2023-01-04T04:40:00+01:00,H_BED,78.810000,100
2023-01-04T04:50:00+01:00,H_BED,82.400000,100
2023-01-04T05:00:00+01:00,H_BED,81.500000,100
2023-01-04T05:10:00+01:00,H_BED,79.570000,100
2023-01-04T05:20:00+01:00,H_BED,79.890000,100
2023-01-04T05:30:00+01:00,H_BED,79.700000,100
2023-01-04T05:40:00+01:00,H_BED,78.810000,100
2023-01-04T05:50:00+01:00,H_BED,77.480000,100
2023-01-04T06:00:00+01:00,H_BED,78.840000,100
2023-01-04T06:10:00+01:00,H_BED,78.040000,100
2023-01-04T06:20:00+01:00,H_BED,80.100000,100
2023-01-04T06:30:00+01:00,H_BED,80.500000,100
2023-01-04T06:40:00+01:00,H_BED,78.330000,100
2023-01-04T06:50:00+01:00,H_BED,80.100000,100
2023-01-04T07:00:00+01:00,H_BED,77.470000,100
