urn:ogc:def:parameter:x-istsos:1.0:time:iso8601,urn:ogc:def:procedure,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:rainfall,urn:ogc:def:parameter:x-istsos:1.0:meteo:air:rainfall:qualityIndex
2023-02-28T05:47:00+01:00,P_BED,0.200000,100
2023-03-08T08:55:35+01:00,P_BED,0.200000,100
2023-03-08T16:13:15+01:00,P_BED,0.200000,100
2023-03-08T16:57:00+01:00,P_BED,0.200000,100
2023-03-08T17:13:45+01:00,P_BED,0.200000,100
2023-03-08T17:44:10+01:00,P_BED,0.200000,100
2023-03-08T17:55:05+01:00,P_BED,0.200000,100
2023-03-08T18:02:05+01:00,P_BED,0.200000,100
2023-03-08T18:09:45+01:00,P_BED,0.200000,100
2023-03-08T18:16:40+01:00,P_BED,0.200000,100
2023-03-08T18:27:30+01:00,P_BED,0.200000,100
2023-03-08T18:38:45+01:00,P_BED,0.200000,100
2023-03-08T18:54:00+01:00,P_BED,0.200000,100
2023-03-08T19:08:35+01:00,P_BED,0.200000,100
2023-03-08T19:19:30+01:00,P_BED,0.200000,100
2023-03-08T19:34:10+01:00,P_BED,0.200000,100
2023-03-08T19:49:50+01:00,P_BED,0.200000,100
2023-03-08T20:02:15+01:00,P_BED,0.200000,100
2023-03-08T20:15:15+01:00,P_BED,0.200000,100
2023-03-08T20:27:10+01:00,P_BED,0.200000,100
2023-03-08T20:40:50+01:00,P_BED,0.200000,100
2023-03-08T20:52:30+01:00,P_BED,0.200000,100
2023-03-08T21:02:20+01:00,P_BED,0.200000,100
2023-03-08T21:06:40+01:00,P_BED,0.200000,100
2023-03-08T21:12:55+01:00,P_BED,0.200000,100
2023-03-08T21:22:35+01:00,P_BED,0.200000,100
2023-03-08T21:33:30+01:00,P_BED,0.200000,100
2023-03-08T21:51:10+01:00,P_BED,0.200000,100
2023-03-08T22:06:40+01:00,P_BED,0.200000,100
2023-03-08T22:24:25+01:00,P_BED,0.200000,100
2023-03-08T22:36:30+01:00,P_BED,0.200000,100
2023-03-08T22:41:20+01:00,P_BED,0.200000,100
2023-03-08T22:46:30+01:00,P_BED,0.200000,100
2023-03-08T22:53:05+01:00,P_BED,0.200000,100
2023-03-08T23:00:50+01:00,P_BED,0.200000,100
2023-03-08T23:05:15+01:00,P_BED,0.200000,100
2023-03-08T23:09:55+01:00,P_BED,0.200000,100
2023-03-08T23:14:05+01:00,P_BED,0.200000,100
2023-03-08T23:17:30+01:00,P_BED,0.200000,100
2023-03-08T23:20:05+01:00,P_BED,0.200000,100
2023-03-08T23:23:10+01:00,P_BED,0.200000,100
2023-03-08T23:26:25+01:00,P_BED,0.200000,100
2023-03-08T23:33:10+01:00,P_BED,0.200000,100
2023-03-08T23:44:45+01:00,P_BED,0.200000,100
2023-03-08T23:53:40+01:00,P_BED,0.200000,100
2023-03-08T23:59:05+01:00,P_BED,0.200000,100
2023-03-09T00:06:45+01:00,P_BED,0.200000,100
2023-03-09T00:13:50+01:00,P_BED,0.200000,100
2023-03-09T00:18:45+01:00,P_BED,0.200000,100
2023-03-09T00:22:10+01:00,P_BED,0.200000,100
2023-03-09T00:25:35+01:00,P_BED,0.200000,100
2023-03-09T00:28:35+01:00,P_BED,0.200000,100
2023-03-09T00:33:30+01:00,P_BED,0.200000,100
2023-03-09T00:40:10+01:00,P_BED,0.200000,100
2023-03-09T00:47:10+01:00,P_BED,0.200000,100
2023-03-09T00:58:05+01:00,P_BED,0.200000,100
2023-03-09T01:04:10+01:00,P_BED,0.200000,100
2023-03-09T01:09:25+01:00,P_BED,0.200000,100
2023-03-09T01:13:55+01:00,P_BED,0.200000,100
2023-03-09T01:17:20+01:00,P_BED,0.200000,100
2023-03-09T01:21:25+01:00,P_BED,0.200000,100
2023-03-09T01:26:05+01:00,P_BED,0.200000,100
2023-03-09T01:34:05+01:00,P_BED,0.200000,100
2023-03-09T01:38:45+01:00,P_BED,0.200000,100
2023-03-09T01:44:45+01:00,P_BED,0.200000,100
2023-03-09T01:48:55+01:00,P_BED,0.200000,100
2023-03-09T01:54:15+01:00,P_BED,0.200000,100
2023-03-09T02:01:50+01:00,P_BED,0.200000,100
2023-03-09T02:07:25+01:00,P_BED,0.200000,100
2023-03-09T02:12:05+01:00,P_BED,0.200000,100
2023-03-09T02:18:30+01:00,P_BED,0.200000,100
2023-03-09T02:25:05+01:00,P_BED,0.200000,100
2023-03-09T02:35:15+01:00,P_BED,0.200000,100
2023-03-10T13:51:15+01:00,P_BED,0.200000,100
2023-03-10T14:29:45+01:00,P_BED,0.200000,100
2023-03-10T18:59:45+01:00,P_BED,0.200000,100
2023-03-10T19:19:45+01:00,P_BED,0.200000,100
2023-03-10T19:33:15+01:00,P_BED,0.200000,100
2023-03-10T19:48:50+01:00,P_BED,0.200000,100
2023-03-10T20:05:40+01:00,P_BED,0.200000,100
2023-03-10T20:21:25+01:00,P_BED,0.200000,100
2023-03-10T20:39:20+01:00,P_BED,0.200000,100
2023-03-10T20:49:30+01:00,P_BED,0.200000,100
2023-03-10T20:56:05+01:00,P_BED,0.200000,100
2023-03-10T21:03:35+01:00,P_BED,0.200000,100
2023-03-10T21:10:00+01:00,P_BED,0.200000,100
2023-03-10T21:17:00+01:00,P_BED,0.200000,100
2023-03-10T21:23:30+01:00,P_BED,0.200000,100
2023-03-10T21:31:50+01:00,P_BED,0.200000,100
2023-03-10T21:41:00+01:00,P_BED,0.200000,100
2023-03-10T21:51:10+01:00,P_BED,0.200000,100
2023-03-10T22:01:25+01:00,P_BED,0.200000,100
2023-03-10T22:12:55+01:00,P_BED,0.200000,100
2023-03-10T22:24:45+01:00,P_BED,0.200000,100
2023-03-10T22:36:00+01:00,P_BED,0.200000,100
2023-03-10T22:48:25+01:00,P_BED,0.200000,100
2023-03-10T22:59:30+01:00,P_BED,0.200000,100
2023-03-10T23:12:50+01:00,P_BED,0.200000,100
2023-03-10T23:38:30+01:00,P_BED,0.200000,100
2023-03-10T23:52:25+01:00,P_BED,0.200000,100
2023-03-11T00:02:35+01:00,P_BED,0.200000,100
2023-03-11T00:14:40+01:00,P_BED,0.200000,100
2023-03-11T00:35:25+01:00,P_BED,0.200000,100
2023-03-11T01:06:15+01:00,P_BED,0.200000,100
2023-03-11T01:28:35+01:00,P_BED,0.200000,100
2023-03-11T02:25:55+01:00,P_BED,0.200000,100
2023-03-11T02:43:55+01:00,P_BED,0.200000,100
2023-03-11T02:58:45+01:00,P_BED,0.200000,100
2023-03-11T03:14:35+01:00,P_BED,0.200000,100
2023-03-11T03:26:35+01:00,P_BED,0.200000,100
2023-03-11T03:46:50+01:00,P_BED,0.200000,100
2023-03-11T04:09:35+01:00,P_BED,0.200000,100
2023-03-11T04:28:40+01:00,P_BED,0.200000,100
2023-03-11T04:39:25+01:00,P_BED,0.200000,100
2023-03-11T04:50:25+01:00,P_BED,0.200000,100
2023-03-11T04:57:55+01:00,P_BED,0.200000,100
2023-03-11T05:05:30+01:00,P_BED,0.200000,100
2023-03-11T05:13:30+01:00,P_BED,0.200000,100
2023-03-11T05:21:45+01:00,P_BED,0.200000,100
2023-03-11T05:30:05+01:00,P_BED,0.200000,100
2023-03-11T05:38:45+01:00,P_BED,0.200000,100
2023-03-11T05:44:25+01:00,P_BED,0.200000,100
2023-03-11T05:58:25+01:00,P_BED,0.200000,100
2023-03-11T06:09:20+01:00,P_BED,0.200000,100
2023-03-11T06:15:50+01:00,P_BED,0.200000,100
2023-03-11T06:22:40+01:00,P_BED,0.200000,100
2023-03-11T06:30:00+01:00,P_BED,0.200000,100
2023-03-11T06:36:50+01:00,P_BED,0.200000,100
2023-03-11T06:43:40+01:00,P_BED,0.200000,100
2023-03-11T06:50:30+01:00,P_BED,0.200000,100
2023-03-11T07:00:35+01:00,P_BED,0.200000,100
2023-03-11T07:08:30+01:00,P_BED,0.200000,100
2023-03-11T07:18:35+01:00,P_BED,0.200000,100
2023-03-11T07:24:50+01:00,P_BED,0.200000,100
2023-03-11T07:30:55+01:00,P_BED,0.200000,100
2023-03-11T07:36:15+01:00,P_BED,0.200000,100
2023-03-11T07:41:05+01:00,P_BED,0.200000,100
2023-03-11T07:44:40+01:00,P_BED,0.200000,100
2023-03-11T07:49:45+01:00,P_BED,0.200000,100
2023-03-11T07:54:15+01:00,P_BED,0.200000,100
2023-03-11T08:00:35+01:00,P_BED,0.200000,100
2023-03-11T08:07:35+01:00,P_BED,0.200000,100
2023-03-11T08:18:00+01:00,P_BED,0.200000,100
2023-03-11T08:25:05+01:00,P_BED,0.200000,100
2023-03-11T08:32:05+01:00,P_BED,0.200000,100
2023-03-11T08:38:25+01:00,P_BED,0.200000,100
2023-03-11T08:45:15+01:00,P_BED,0.200000,100
2023-03-11T08:51:00+01:00,P_BED,0.200000,100
2023-03-11T09:06:05+01:00,P_BED,0.200000,100
2023-03-11T09:14:25+01:00,P_BED,0.200000,100
2023-03-11T09:22:50+01:00,P_BED,0.200000,100
2023-03-11T09:37:50+01:00,P_BED,0.200000,100
2023-03-11T09:49:25+01:00,P_BED,0.200000,100
2023-03-11T10:04:50+01:00,P_BED,0.200000,100
2023-03-11T10:14:15+01:00,P_BED,0.200000,100
2023-03-11T10:18:30+01:00,P_BED,0.200000,100
2023-03-11T10:23:40+01:00,P_BED,0.200000,100
2023-03-11T10:30:10+01:00,P_BED,0.200000,100
2023-03-11T10:37:10+01:00,P_BED,0.200000,100
2023-03-11T10:43:40+01:00,P_BED,0.200000,100
2023-03-11T10:49:00+01:00,P_BED,0.200000,100
2023-03-11T10:53:45+01:00,P_BED,0.200000,100
2023-03-11T10:59:50+01:00,P_BED,0.200000,100
2023-03-11T11:09:35+01:00,P_BED,0.200000,100
2023-03-11T11:29:20+01:00,P_BED,0.200000,100
2023-03-11T12:48:40+01:00,P_BED,0.200000,100
2023-03-11T13:11:05+01:00,P_BED,0.200000,100
2023-03-11T14:17:00+01:00,P_BED,0.200000,100
2023-03-11T14:44:45+01:00,P_BED,0.200000,100
2023-03-11T15:36:10+01:00,P_BED,0.200000,100
2023-03-11T16:06:20+01:00,P_BED,0.200000,100
2023-03-11T18:48:50+01:00,P_BED,0.200000,100
2023-03-12T04:28:25+01:00,P_BED,0.200000,100
2023-03-13T21:25:15+01:00,P_BED,0.200000,100
2023-03-13T23:36:55+01:00,P_BED,0.200000,100
2023-03-13T23:42:55+01:00,P_BED,0.200000,100
2023-03-13T23:47:20+01:00,P_BED,0.200000,100
2023-03-13T23:50:55+01:00,P_BED,0.200000,100
2023-03-13T23:57:40+01:00,P_BED,0.200000,100
2023-03-14T00:05:05+01:00,P_BED,0.200000,100
2023-03-14T00:11:50+01:00,P_BED,0.200000,100
2023-03-14T00:21:35+01:00,P_BED,0.200000,100
2023-03-14T00:27:00+01:00,P_BED,0.200000,100
2023-03-14T00:30:55+01:00,P_BED,0.200000,100
2023-03-14T00:34:25+01:00,P_BED,0.200000,100
2023-03-14T00:36:55+01:00,P_BED,0.200000,100
2023-03-14T00:39:00+01:00,P_BED,0.200000,100
2023-03-14T00:40:35+01:00,P_BED,0.200000,100
2023-03-14T00:41:50+01:00,P_BED,0.200000,100
2023-03-14T00:43:05+01:00,P_BED,0.200000,100
2023-03-14T00:44:45+01:00,P_BED,0.200000,100
2023-03-14T00:46:25+01:00,P_BED,0.200000,100
2023-03-14T00:48:05+01:00,P_BED,0.200000,100
2023-03-14T00:49:35+01:00,P_BED,0.200000,100
2023-03-14T00:51:05+01:00,P_BED,0.200000,100
2023-03-14T00:52:40+01:00,P_BED,0.200000,100
2023-03-14T00:54:15+01:00,P_BED,0.200000,100
2023-03-14T00:56:20+01:00,P_BED,0.200000,100
2023-03-14T01:02:55+01:00,P_BED,0.200000,100
2023-03-14T01:03:30+01:00,P_BED,0.200000,100
2023-03-14T01:05:30+01:00,P_BED,0.200000,100
2023-03-14T01:07:10+01:00,P_BED,0.200000,100
2023-03-14T01:08:30+01:00,P_BED,0.200000,100
2023-03-14T01:09:45+01:00,P_BED,0.200000,100
2023-03-14T01:11:35+01:00,P_BED,0.200000,100
2023-03-14T01:13:15+01:00,P_BED,0.200000,100
2023-03-14T01:15:20+01:00,P_BED,0.200000,100
2023-03-14T01:17:30+01:00,P_BED,0.200000,100
2023-03-14T01:20:45+01:00,P_BED,0.200000,100
2023-03-14T01:23:45+01:00,P_BED,0.200000,100
2023-03-14T01:27:10+01:00,P_BED,0.200000,100
2023-03-14T01:30:05+01:00,P_BED,0.200000,100
2023-03-14T01:33:45+01:00,P_BED,0.200000,100
2023-03-14T01:37:20+01:00,P_BED,0.200000,100
2023-03-14T01:41:05+01:00,P_BED,0.200000,100
2023-03-14T01:44:10+01:00,P_BED,0.200000,100
2023-03-14T01:48:00+01:00,P_BED,0.200000,100
2023-03-14T01:50:40+01:00,P_BED,0.200000,100
2023-03-14T01:52:55+01:00,P_BED,0.200000,100
2023-03-14T01:54:35+01:00,P_BED,0.200000,100
2023-03-14T01:56:10+01:00,P_BED,0.200000,100
2023-03-14T01:57:20+01:00,P_BED,0.200000,100
2023-03-14T01:58:45+01:00,P_BED,0.200000,100
2023-03-14T01:59:50+01:00,P_BED,0.200000,100
2023-03-14T02:01:05+01:00,P_BED,0.200000,100
2023-03-14T02:02:20+01:00,P_BED,0.200000,100
2023-03-14T02:04:05+01:00,P_BED,0.200000,100
2023-03-14T02:06:00+01:00,P_BED,0.200000,100
2023-03-14T02:08:35+01:00,P_BED,0.200000,100
2023-03-14T02:11:00+01:00,P_BED,0.200000,100
2023-03-14T02:14:15+01:00,P_BED,0.200000,100
2023-03-14T02:17:55+01:00,P_BED,0.200000,100
2023-03-14T02:20:05+01:00,P_BED,0.200000,100
2023-03-14T02:22:25+01:00,P_BED,0.200000,100
2023-03-14T02:24:45+01:00,P_BED,0.200000,100
2023-03-14T02:26:20+01:00,P_BED,0.200000,100
2023-03-14T02:27:40+01:00,P_BED,0.200000,100
2023-03-14T02:29:00+01:00,P_BED,0.200000,100
2023-03-14T02:30:30+01:00,P_BED,0.200000,100
2023-03-14T02:31:35+01:00,P_BED,0.200000,100
2023-03-14T02:32:55+01:00,P_BED,0.200000,100
2023-03-14T02:34:10+01:00,P_BED,0.200000,100
2023-03-14T02:35:20+01:00,P_BED,0.200000,100
2023-03-14T02:36:35+01:00,P_BED,0.200000,100
2023-03-14T02:38:15+01:00,P_BED,0.200000,100
2023-03-14T02:40:05+01:00,P_BED,0.200000,100
2023-03-14T02:42:25+01:00,P_BED,0.200000,100
2023-03-14T02:44:55+01:00,P_BED,0.200000,100
2023-03-14T02:47:50+01:00,P_BED,0.200000,100
2023-03-14T02:50:50+01:00,P_BED,0.200000,100
2023-03-14T02:54:25+01:00,P_BED,0.200000,100
2023-03-14T02:58:20+01:00,P_BED,0.200000,100
2023-03-14T03:02:50+01:00,P_BED,0.200000,100
2023-03-14T03:07:10+01:00,P_BED,0.200000,100
2023-03-14T03:12:45+01:00,P_BED,0.200000,100
2023-03-14T03:19:35+01:00,P_BED,0.200000,100
2023-03-14T03:36:45+01:00,P_BED,0.200000,100
2023-03-14T03:48:45+01:00,P_BED,0.200000,100
2023-03-14T03:58:35+01:00,P_BED,0.200000,100
2023-03-14T04:08:10+01:00,P_BED,0.200000,100
2023-03-14T04:22:10+01:00,P_BED,0.200000,100
2023-03-14T04:53:05+01:00,P_BED,0.200000,100
2023-03-14T12:47:50+01:00,P_BED,0.200000,100
2023-03-14T13:40:30+01:00,P_BED,0.200000,100
2023-03-14T13:54:45+01:00,P_BED,0.200000,100
2023-03-14T14:01:45+01:00,P_BED,0.200000,100
2023-03-14T14:15:55+01:00,P_BED,0.200000,100
2023-03-14T14:24:40+01:00,P_BED,0.200000,100
2023-03-14T14:30:35+01:00,P_BED,0.200000,100
2023-03-14T14:37:50+01:00,P_BED,0.200000,100
2023-03-14T14:51:20+01:00,P_BED,0.200000,100
2023-03-15T02:13:15+01:00,P_BED,0.200000,100
2023-03-15T02:24:00+01:00,P_BED,0.200000,100
2023-03-15T02:32:50+01:00,P_BED,0.200000,100
2023-03-15T02:43:45+01:00,P_BED,0.200000,100
2023-03-15T02:56:50+01:00,P_BED,0.200000,100
2023-03-15T03:22:15+01:00,P_BED,0.200000,100
2023-03-15T03:56:20+01:00,P_BED,0.200000,100
2023-03-15T04:02:25+01:00,P_BED,0.200000,100
2023-03-15T04:07:10+01:00,P_BED,0.200000,100
2023-03-15T04:17:00+01:00,P_BED,0.200000,100
2023-03-19T17:41:00+01:00,P_BED,0.200000,100
2023-03-19T18:00:00+01:00,P_BED,0.200000,100
2023-03-19T18:10:05+01:00,P_BED,0.200000,100
2023-03-19T18:21:45+01:00,P_BED,0.200000,100
2023-03-19T18:40:30+01:00,P_BED,0.200000,100
2023-03-19T18:50:45+01:00,P_BED,0.200000,100
2023-03-24T08:22:00+01:00,P_BED,0.200000,100
2023-03-24T08:52:20+01:00,P_BED,0.200000,100
2023-03-24T08:58:20+01:00,P_BED,0.200000,100
2023-03-24T09:12:00+01:00,P_BED,0.200000,100
2023-03-24T09:19:50+01:00,P_BED,0.200000,100
2023-03-24T09:24:55+01:00,P_BED,0.200000,100
2023-03-24T09:28:30+01:00,P_BED,0.200000,100
2023-03-24T09:31:50+01:00,P_BED,0.200000,100
2023-03-24T09:34:40+01:00,P_BED,0.200000,100
2023-03-24T09:37:40+01:00,P_BED,0.200000,100
2023-03-24T09:40:40+01:00,P_BED,0.200000,100
2023-03-24T09:49:55+01:00,P_BED,0.200000,100
2023-03-24T10:53:00+01:00,P_BED,0.200000,100
2023-03-24T11:27:40+01:00,P_BED,0.200000,100
2023-03-24T12:58:00+01:00,P_BED,0.200000,100
2023-03-24T13:12:30+01:00,P_BED,0.200000,100
2023-03-24T13:19:55+01:00,P_BED,0.200000,100
2023-03-24T13:33:50+01:00,P_BED,0.200000,100
2023-03-24T13:52:35+01:00,P_BED,0.200000,100
2023-03-24T14:18:00+01:00,P_BED,0.200000,100
2023-03-24T14:31:10+01:00,P_BED,0.200000,100
2023-03-24T14:39:35+01:00,P_BED,0.200000,100
2023-03-24T15:23:30+01:00,P_BED,0.200000,100
2023-03-24T15:34:05+01:00,P_BED,0.200000,100
2023-03-24T15:37:35+01:00,P_BED,0.200000,100
2023-03-24T15:40:25+01:00,P_BED,0.200000,100
2023-03-24T15:42:20+01:00,P_BED,0.200000,100
2023-03-24T15:44:20+01:00,P_BED,0.200000,100
2023-03-24T15:46:10+01:00,P_BED,0.200000,100
2023-03-24T15:48:20+01:00,P_BED,0.200000,100
2023-03-24T15:50:30+01:00,P_BED,0.200000,100
2023-03-24T15:54:25+01:00,P_BED,0.200000,100
2023-03-24T15:58:45+01:00,P_BED,0.200000,100
2023-03-24T16:07:50+01:00,P_BED,0.200000,100
2023-03-24T16:15:15+01:00,P_BED,0.200000,100
2023-03-24T18:36:40+01:00,P_BED,0.200000,100
2023-03-24T19:04:05+01:00,P_BED,0.200000,100
2023-03-24T19:07:25+01:00,P_BED,0.200000,100
2023-03-24T19:09:50+01:00,P_BED,0.200000,100
2023-03-24T19:11:40+01:00,P_BED,0.200000,100
2023-03-24T19:13:15+01:00,P_BED,0.200000,100
2023-03-24T19:14:50+01:00,P_BED,0.200000,100
2023-03-24T19:16:25+01:00,P_BED,0.200000,100
2023-03-24T19:18:35+01:00,P_BED,0.200000,100
2023-03-24T19:20:15+01:00,P_BED,0.200000,100
2023-03-24T19:22:05+01:00,P_BED,0.200000,100
2023-03-24T19:24:40+01:00,P_BED,0.200000,100
2023-03-24T19:27:20+01:00,P_BED,0.200000,100
2023-03-24T19:29:25+01:00,P_BED,0.200000,100
2023-03-24T19:34:00+01:00,P_BED,0.200000,100
2023-03-24T20:36:25+01:00,P_BED,0.200000,100
2023-03-24T20:50:45+01:00,P_BED,0.200000,100
2023-03-24T22:37:45+01:00,P_BED,0.200000,100
2023-03-25T10:10:10+01:00,P_BED,0.200000,100
2023-03-25T10:29:15+01:00,P_BED,0.200000,100
2023-03-25T10:46:15+01:00,P_BED,0.200000,100
2023-03-25T11:11:45+01:00,P_BED,0.200000,100
2023-03-25T11:48:30+01:00,P_BED,0.200000,100
2023-03-25T11:59:30+01:00,P_BED,0.200000,100
2023-03-25T12:16:30+01:00,P_BED,0.200000,100
2023-03-25T12:25:40+01:00,P_BED,0.200000,100
2023-03-25T12:52:15+01:00,P_BED,0.200000,100
2023-03-25T15:30:35+01:00,P_BED,0.200000,100
2023-03-25T15:40:05+01:00,P_BED,0.200000,100
2023-03-26T08:18:15+01:00,P_BED,0.200000,100
2023-03-26T08:27:00+01:00,P_BED,0.200000,100
2023-03-26T10:19:00+01:00,P_BED,0.200000,100
2023-03-26T10:28:45+01:00,P_BED,0.200000,100
2023-03-26T10:58:45+01:00,P_BED,0.200000,100
2023-03-26T11:11:00+01:00,P_BED,0.200000,100
2023-03-26T11:25:10+01:00,P_BED,0.200000,100
2023-03-26T11:44:20+01:00,P_BED,0.200000,100
2023-03-26T12:26:35+01:00,P_BED,0.200000,100
2023-03-26T12:38:05+01:00,P_BED,0.200000,100
2023-03-26T12:46:00+01:00,P_BED,0.200000,100
2023-03-26T12:54:50+01:00,P_BED,0.200000,100
2023-03-26T13:05:00+01:00,P_BED,0.200000,100
2023-03-26T16:44:00+01:00,P_BED,0.200000,100
2023-03-26T16:50:15+01:00,P_BED,0.200000,100
2023-03-26T16:54:10+01:00,P_BED,0.200000,100
2023-03-26T16:56:50+01:00,P_BED,0.200000,100
2023-03-26T16:59:50+01:00,P_BED,0.200000,100
2023-03-26T17:02:30+01:00,P_BED,0.200000,100
2023-03-26T17:05:25+01:00,P_BED,0.200000,100
2023-03-26T17:09:40+01:00,P_BED,0.200000,100
2023-03-26T17:15:50+01:00,P_BED,0.200000,100
2023-03-26T17:20:30+01:00,P_BED,0.200000,100
2023-03-26T17:32:00+01:00,P_BED,0.200000,100
2023-03-27T00:55:00+01:00,P_BED,0.200000,100
2023-03-27T01:10:30+01:00,P_BED,0.200000,100
2023-03-27T01:43:00+01:00,P_BED,0.200000,100
2023-03-27T02:21:10+01:00,P_BED,0.200000,100
2023-03-27T02:39:40+01:00,P_BED,0.200000,100
2023-03-27T03:16:55+01:00,P_BED,0.200000,100
2023-03-27T04:40:25+01:00,P_BED,0.200000,100
2023-03-27T04:52:25+01:00,P_BED,0.200000,100
2023-03-27T04:59:40+01:00,P_BED,0.200000,100
2023-03-27T05:09:45+01:00,P_BED,0.200000,100
2023-03-27T05:18:55+01:00,P_BED,0.200000,100
2023-03-27T05:26:05+01:00,P_BED,0.200000,100
2023-03-27T05:33:40+01:00,P_BED,0.200000,100
2023-03-27T05:41:45+01:00,P_BED,0.200000,100
2023-03-27T05:49:55+01:00,P_BED,0.200000,100
2023-03-27T05:56:20+01:00,P_BED,0.200000,100
